"","GAZP","SBER","GMKN","MGNT"
"2015-01-05",133.95,56.37,8590,9877
"2015-01-06",138.92,58.28,9101,10400
"2015-01-08",146.46,65.7,9550,10627
"2015-01-09",141.7,63.1,9740,10542
"2015-01-12",140.22,62.9,9839,10689
"2015-01-13",142.64,60.31,10025,11180
"2015-01-14",146.3,60.05,9600,11450
"2015-01-15",147,61.8,9290,11304
"2015-01-16",149.6,61.99,9561,11350
"2015-01-19",148.11,61.8,9417,11235
"2015-01-20",145.75,60.8,9470,11395
"2015-01-21",148.8,62.8,9675,11855
"2015-01-22",151.5,64.35,10386,12070
"2015-01-23",152.83,64.45,10400,11750
"2015-01-26",148,60.49,10755,11540
"2015-01-27",150.9,61.2,11179,11270
"2015-01-28",147.7,60.63,11534,10200
"2015-01-29",145,60.5,11450,10550
"2015-01-30",143.82,61.5,11610,10590
"2015-02-02",138.18,61.4,11280,10190
"2015-02-03",140.35,62,10990,10400
"2015-02-04",142.6,61.04,10750,10340
"2015-02-05",147.6,62.41,11100,10235
"2015-02-06",151.6,64.31,11394,11075
"2015-02-09",149.3,65.57,11352,11440
"2015-02-10",149.31,65,11345,11490
"2015-02-11",150.55,65.12,11697,11500
"2015-02-12",157.7,67.21,12037,11855
"2015-02-13",162.4,70.6,12106,12250
"2015-02-16",160.19,70,11900,11920
"2015-02-17",159.2,72.45,11375,11820
"2015-02-18",163,76.4,11140,11766
"2015-02-19",160.9,73.78,11355,11800
"2015-02-20",158,74.75,11330,11796
"2015-02-24",154.99,73.7,11348,11687
"2015-02-25",150.7,74.2,11061,11510
"2015-02-26",151.65,75.95,11093,11574
"2015-02-27",152.95,75.91,11182,11305
"2015-03-02",155.5,76.2,11269,11367
"2015-03-03",159,75.55,11480,11650
"2015-03-04",154,72.31,11140,11100
"2015-03-05",154.8,72.7,11180,11360
"2015-03-06",152.12,73.25,10990,11347
"2015-03-10",148.05,69.8,10425,10820
"2015-03-11",145.99,70.68,10588,10835
"2015-03-12",144.7,70.79,10730,10600
"2015-03-13",141.8,67.87,10380,10350
"2015-03-16",139.75,65.57,10298,10350
"2015-03-17",139.7,64.65,10595,10360
"2015-03-18",140.25,65.26,10692,10699
"2015-03-19",136.81,64.9,10410,10500
"2015-03-20",136,67,10501,10900
"2015-03-23",134.61,65,10420,10550
"2015-03-24",137.15,65.6,10330,10798
"2015-03-25",134.9,64.8,10500,11000
"2015-03-26",132.2,62.85,10310,11140
"2015-03-27",134.88,61,9905,11038
"2015-03-30",137,63.01,10530,11185
"2015-03-31",138.9,62.88,10399,11350
"2015-04-01",143,64.5,10539,11750
"2015-04-02",143.9,65.92,10090,11971
"2015-04-03",143.94,65.5,10237,11799
"2015-04-06",145.7,68.99,10200,11900
"2015-04-07",146.2,69.6,10125,12020
"2015-04-08",147.27,69.4,9986,11890
"2015-04-09",148.1,72,9740,11744
"2015-04-10",148,71.5,9936,11711
"2015-04-13",148.8,74.1,9839,12300
"2015-04-14",144.4,74.05,9520,11801
"2015-04-15",150.1,76.49,9632,11870
"2015-04-16",152.4,76.5,9480,11600
"2015-04-17",149.3,72.5,9460,11520
"2015-04-20",153.96,73.5,9590,11664
"2015-04-21",155.35,75.24,9700,12207
"2015-04-22",150.8,73.9,9600,12135
"2015-04-23",150.15,75.8,9530,11900
"2015-04-24",153.89,75.75,9719,11824
"2015-04-27",152.05,75.2,9665,11577
"2015-04-28",152.79,75.7,9673,11350
"2015-04-29",152.5,75.2,9552,11458
"2015-04-30",153.5,76.9,9640,11280
"2015-05-05",156.33,80.21,10170,11038
"2015-05-06",155.25,79.2,10500,11083
"2015-05-07",152.1,76.5,10201,11090
"2015-05-08",155.52,75.5,10540,11295
"2015-05-12",154.2,75.19,10680,11220
"2015-05-13",151.74,75.24,10435,11100
"2015-05-14",151.8,74.31,10245,11240
"2015-05-15",152.98,75.05,10288,11372
"2015-05-18",151.9,75.36,10248,11042
"2015-05-19",149.85,73.35,10039,10986
"2015-05-20",146.35,71.6,10180,10940
"2015-05-21",147.16,73.25,10210,11035
"2015-05-22",148.8,74.35,9534,11020
"2015-05-25",146.69,74.46,9515,10910
"2015-05-26",145.25,74.67,9250,10813
"2015-05-27",147.66,74.23,9380,10653
"2015-05-28",146.11,73.6,9397,10655
"2015-05-29",139,73.5,9005,10510
"2015-06-01",139.4,72.65,9303,10456
"2015-06-02",140.75,73.92,9619,10892
"2015-06-03",140.71,71.72,9704,10765
"2015-06-04",140.2,71.25,9742,10750
"2015-06-05",142.4,70.61,9986,10685
"2015-06-08",142.66,69.17,9954,10654
"2015-06-09",146.17,70.21,9701,11005
"2015-06-10",145.6,71.51,9595,10895
"2015-06-11",145.4,72.55,9655,11130
"2015-06-15",144.95,71.8,9758,11236
"2015-06-16",146,73.5,9695,11556
"2015-06-17",147.6,72.81,9680,11520
"2015-06-18",147.15,72.98,9579,11440
"2015-06-19",147.15,71.56,9685,11385
"2015-06-22",148.5,72,9670,11287
"2015-06-23",146.25,72.01,9503,11266
"2015-06-24",146.68,71.98,9450,11261
"2015-06-25",143.7,71.42,9400,11220
"2015-06-26",145.18,70.6,9575,11680
"2015-06-29",143.59,70.2,9540,11268
"2015-06-30",145.85,72.35,9500,11399
"2015-07-01",145.5,71,9215,11465
"2015-07-02",145.8,70.54,9250,11420
"2015-07-03",144.33,70.67,9263,11331
"2015-07-06",143,68.45,9277,11401
"2015-07-07",142.5,68.77,9340,11099
"2015-07-08",141.5,67.73,9100,10902
"2015-07-09",143.77,69.35,9101,11055
"2015-07-10",143.9,71.06,9147,11399
"2015-07-13",145.27,72.94,9366,11649
"2015-07-14",146.5,73.9,9450,11669
"2015-07-15",142.7,74,9488,11660
"2015-07-16",144.2,74.21,9600,11769
"2015-07-17",143.6,75.52,9536,11750
"2015-07-20",141.78,74.1,9393,11510
"2015-07-21",141.41,75.55,9428,11735
"2015-07-22",140.8,74.6,9320,12177
"2015-07-23",138.37,72.7,9119,11885
"2015-07-24",136.41,70.45,9025,11650
"2015-07-27",134.51,68.48,9022,11750
"2015-07-28",135.05,69.55,9231,11671
"2015-07-29",138.7,71.2,9359,11800
"2015-07-30",139.8,72.2,9365,12040
"2015-07-31",142.5,72.3,9427,12200
"2015-08-03",141.45,71.1,9514,12268
"2015-08-04",141.89,72.3,9889,12441
"2015-08-05",143.78,73.49,10090,12818
"2015-08-06",140.88,72.25,10125,12309
"2015-08-07",141.34,74.2,10112,12396
"2015-08-10",141.5,75.16,10222,12412
"2015-08-11",141.97,73.2,10166,12320
"2015-08-12",142.99,73.4,9850,12149
"2015-08-13",143.7,73.7,9870,12177
"2015-08-14",144.8,74.43,10061,12147
"2015-08-17",144.25,73,10000,12162
"2015-08-18",142.65,72.45,9810,12090
"2015-08-19",140.8,71.5,9725,12050
"2015-08-20",142.64,72.05,10047,12105
"2015-08-21",140.29,69.86,10060,11860
"2015-08-24",135.35,68.53,10215,11603
"2015-08-25",140.4,70.79,10071,11829
"2015-08-26",140.51,71,10290,11631
"2015-08-27",144.6,73.8,10371,11910
"2015-08-28",146.6,74.82,10430,12171
"2015-08-31",148.19,74.5,10569,12275
"2015-09-01",144.5,73.14,10329,11924
"2015-09-02",142.57,72.9,10350,11845
"2015-09-03",145.3,74.15,10600,11935
"2015-09-04",142.8,73.96,10570,11988
"2015-09-07",141.67,73.81,10716,12074
"2015-09-08",143.21,74.9,10746,11996
"2015-09-09",144.22,74.65,11099,11763
"2015-09-10",142.99,74.3,10931,11420
"2015-09-11",142.4,74.1,10870,11405
"2015-09-14",143.58,74.88,10924,11313
"2015-09-15",141.95,74.85,11009,11325
"2015-09-16",142.91,77.71,11119,11583
"2015-09-17",142.8,76.49,11206,11650
"2015-09-18",139.5,75.5,11100,11543
"2015-09-21",139.45,75.94,11080,11462
"2015-09-22",136.4,74.39,10693,11360
"2015-09-23",134.3,73.74,10200,11377
"2015-09-24",132.2,73.33,9662,11387
"2015-09-25",133.85,74.97,9565,11815
"2015-09-28",130.9,74.57,9382,11566
"2015-09-29",133.2,75.5,9325,11705
"2015-09-30",134.55,75.3,9500,11600
"2015-10-01",132.9,74.51,9394,11769
"2015-10-02",131.5,73.8,9470,11581
"2015-10-05",136.8,76.2,9450,11725
"2015-10-06",137.87,77.31,9346,11797
"2015-10-07",140,79.65,9210,11763
"2015-10-08",139.8,83.11,9149,11696
"2015-10-09",143.81,85.77,9560,11730
"2015-10-12",141.7,85.45,9620,11667
"2015-10-13",141.8,85,9715,11780
"2015-10-14",142.01,86.81,9700,11810
"2015-10-15",142.61,87.7,9783,12059
"2015-10-16",141,88.52,9601,11707
"2015-10-19",140.27,87.07,9761,11665
"2015-10-20",140.4,88.14,9658,11810
"2015-10-21",139.49,86.95,9390,11800
"2015-10-22",139.25,86.53,9545,11772
"2015-10-23",138.94,90.45,9735,11500
"2015-10-26",138.5,92.3,9700,10809
"2015-10-27",138.5,89,9710,11359
"2015-10-28",138.1,90.05,9670,11491
"2015-10-29",136.11,88.6,9503,11216
"2015-10-30",135.75,90.53,9487,11136
"2015-11-02",137.8,93.65,9585,11111
"2015-11-03",141.75,95.4,9546,11425
"2015-11-05",140.97,95.5,9580,11468
"2015-11-06",137.75,94.09,9513,11496
"2015-11-09",136.5,92.95,9499,11520
"2015-11-10",135.58,94.35,9474,11393
"2015-11-11",135,94,9371,11255
"2015-11-12",136.6,94.29,9475,11125
"2015-11-13",136,93.4,9469,11192
"2015-11-16",137.21,95.8,9335,11290
"2015-11-17",142.75,102.5,9364,11390
"2015-11-18",147.47,104,9640,11359
"2015-11-19",147.5,104.86,9670,11427
"2015-11-20",148.05,107.3,9650,11819
"2015-11-23",152,109.98,9492,12250
"2015-11-24",145.65,105.6,9344,11900
"2015-11-25",143.99,108.51,9427,12022
"2015-11-26",143.2,106.48,9390,12130
"2015-11-27",140.65,104.55,9220,12013
"2015-11-30",138,102.9,8920,12005
"2015-12-01",137.42,101.3,9054,11901
"2015-12-02",136.85,102.5,8939,12199
"2015-12-03",140,104,9113,12270
"2015-12-04",137.7,103.05,8851,11799
"2015-12-07",134.5,103,8925,11728
"2015-12-08",134.65,97,8970,11590
"2015-12-09",135.81,100.66,8935,11180
"2015-12-10",135.6,100.13,8925,11141
"2015-12-11",133.8,98.15,8900,11039
"2015-12-14",131.59,97.7,8780,11030
"2015-12-15",134.4,100,8965,11340
"2015-12-16",134.5,102.45,9108,11361
"2015-12-17",137.9,103.75,9450,11211
"2015-12-18",132.25,98.81,9229,10656
"2015-12-21",131.5,98.73,9048,10790
"2015-12-22",133.2,99.8,9220,10780
"2015-12-23",135.3,102.96,9410,10850
"2015-12-24",136,101.35,9344,10761
"2015-12-25",134.48,101.34,9344,10732
"2015-12-28",134.97,100.2,9350,10743
"2015-12-29",137.49,101.82,9189,10972
"2015-12-30",136.09,101.26,9150,11228
"2016-01-04",134.91,98.01,8922,11366
"2016-01-05",136.45,98.89,9085,11350
"2016-01-06",135.94,96.85,8990,11320
"2016-01-11",131.38,91.03,8600,10667
"2016-01-12",133.54,91.71,8553,10367
"2016-01-13",131.3,91.5,8614,10352
"2016-01-14",130.86,93.04,8464,10230
"2016-01-15",125.1,87.27,8050,9640
"2016-01-18",124.6,86.15,8290,9940
"2016-01-19",125.98,86.68,8540,10427
"2016-01-20",125.83,83.83,8649,10350
"2016-01-21",127.75,86,9130,10850
"2016-01-22",132.4,91.5,9100,11050
"2016-01-25",133,91,9050,11042
"2016-01-26",131.89,91.5,8880,10975
"2016-01-27",134,95.75,8991,11285
"2016-01-28",136.5,96.69,8970,11485
"2016-01-29",136.6,96.5,8850,11500
"2016-02-01",133.9,96.5,8698,11270
"2016-02-02",132.5,94.4,8924,11150
"2016-02-03",131.01,94.53,8770,10955
"2016-02-04",135.07,97.57,8999,10889
"2016-02-05",134.43,97.2,9005,10765
"2016-02-08",133.5,94.7,8870,10450
"2016-02-09",132.7,93.89,8650,10103
"2016-02-10",133.03,96.35,8510,10070
"2016-02-11",130.49,94.2,8376,10143
"2016-02-12",131.3,94.85,8350,10000
"2016-02-15",133.43,95.25,8345,9920
"2016-02-16",135.85,96.51,8486,9900
"2016-02-17",137.1,99.2,8633,10000
"2016-02-18",138,102.7,8880,10318
"2016-02-19",136.9,101.5,8745,10354
"2016-02-20",136.59,102.39,8720,10345
"2016-02-22",139.9,103.2,8750,10655
"2016-02-24",137.15,102.1,8750,10475
"2016-02-25",137.97,104.05,8750,10530
"2016-02-26",138.67,106.24,8935,10589
"2016-02-29",141.4,107,9142,10648
"2016-03-01",142,108.26,9105,10592
"2016-03-02",140.14,106.12,9093,10695
"2016-03-03",144.5,106.99,9190,10715
"2016-03-04",146.16,108.99,9300,10668
"2016-03-07",150.15,109.47,9494,10715
"2016-03-09",147.43,108.15,9300,10700
"2016-03-10",146.94,108.84,9281,10900
"2016-03-11",144.3,109.26,9221,10900
"2016-03-14",143.2,109.26,9150,10780
"2016-03-15",142.54,106.46,9202,10880
"2016-03-16",144.75,107,9119,10788
"2016-03-17",147.27,109.47,9243,10900
"2016-03-18",150.65,112.4,9490,11400
"2016-03-21",149.9,112.07,9390,11255
"2016-03-22",149.62,111.49,9440,11209
"2016-03-23",146,109.1,9240,11100
"2016-03-24",145.8,108.06,9020,11041
"2016-03-25",146.04,109.1,9046,10880
"2016-03-28",145.1,108.12,8995,10655
"2016-03-29",144.7,107.05,8935,10575
"2016-03-30",147.8,109.15,8950,10410
"2016-03-31",147.75,109.9,8700,10550
"2016-04-01",147.2,108.52,8460,10470
"2016-04-04",146.38,108.2,8459,10470
"2016-04-05",144.34,106.87,8700,10400
"2016-04-06",144.2,108,8799,10390
"2016-04-07",143.89,108.51,8688,10332
"2016-04-08",145.7,112.92,8629,10320
"2016-04-11",147.3,117.35,8783,10254
"2016-04-12",148.9,117.95,8730,10129
"2016-04-13",153.12,119.5,9121,10490
"2016-04-14",150.43,119.3,9150,10240
"2016-04-15",147.99,119.3,9120,10132
"2016-04-18",146.3,118.2,9270,10125
"2016-04-19",155.95,121.5,9241,10075
"2016-04-20",161.95,123.75,9259,10115
"2016-04-21",161.8,119.17,9368,10162
"2016-04-22",161.2,121.25,9750,10295
"2016-04-25",160.3,120.08,9631,9540
"2016-04-26",163,119.7,9750,9180
"2016-04-27",160.99,120.8,9700,8825
"2016-04-28",164.75,124.39,9709,9040
"2016-04-29",168.47,123.55,9409,9002
"2016-05-04",162.4,120.96,9100,9006
"2016-05-05",160.5,120.92,8809,9151
"2016-05-06",159.27,120.64,8760,9093
"2016-05-10",156.85,119.55,8815,9038
"2016-05-11",159.45,123.45,8850,8921
"2016-05-12",159.03,121.2,8911,8834
"2016-05-13",159.85,121.07,8986,9036
"2016-05-16",158.07,122.6,8930,9430
"2016-05-17",153.58,122.71,8930,9352
"2016-05-18",152.1,123.12,9095,9301
"2016-05-19",148.33,120.5,9190,9200
"2016-05-20",146.7,121.9,9120,9075
"2016-05-23",144.31,121.51,9031,8975
"2016-05-24",146.35,123.5,9085,9150
"2016-05-25",146.55,127.87,9079,9140
"2016-05-26",148.87,132.16,9152,9201
"2016-05-27",149.88,133.2,9140,9466
"2016-05-30",149.6,134.45,9200,9408
"2016-05-31",145.5,132.56,8990,9340
"2016-06-01",144.7,131.36,9029,9255
"2016-06-02",144,132.3,8925,9190
"2016-06-03",143.41,131.59,8859,9150
"2016-06-06",146.4,133.99,8968,9260
"2016-06-07",147.75,139.97,8974,9388
"2016-06-08",146.95,139.39,8873,9200
"2016-06-09",144.98,139.61,8699,8830
"2016-06-10",142.44,133.5,8696,8819
"2016-06-14",141.84,127.08,8670,8660
"2016-06-15",141.57,129.89,8553,8929
"2016-06-16",139.5,127.1,8498,8755
"2016-06-17",139.32,128.7,8448,8750
"2016-06-20",142.97,132.13,8300,8850
"2016-06-21",143.54,133.39,8413,8709
"2016-06-22",143,134.81,8349,8488
"2016-06-23",144.2,138,8407,8450
"2016-06-24",141.25,133.4,8380,8280
"2016-06-27",138.52,126.2,8285,8320
"2016-06-28",139.24,129.57,8480,8300
"2016-06-29",140,133.88,8485,8700
"2016-06-30",139.51,133,8540,9012
"2016-07-01",140.05,133.85,8496,9101
"2016-07-04",141.6,134.6,8861,9145
"2016-07-05",140.95,131.85,8809,8950
"2016-07-06",139.99,129.36,8772,8760
"2016-07-07",140.37,131.8,8720,8753
"2016-07-08",140.27,134.41,8672,9261
"2016-07-11",141.4,137.2,8855,9348
"2016-07-12",142.12,140.4,9025,9404
"2016-07-13",143.6,139.4,9300,9460
"2016-07-14",144.2,140,9297,9508
"2016-07-15",147.37,138.12,9290,9461
"2016-07-18",145.84,139.93,9308,9250
"2016-07-19",139.48,139.47,9310,9104
"2016-07-20",139.26,138.57,9297,9225
"2016-07-21",140.1,138.5,9390,9400
"2016-07-22",140.6,137.8,9400,9365
"2016-07-25",140.7,136,9306,10100
"2016-07-26",140.69,135.75,9339,10475
"2016-07-27",139.5,136.9,9445,10020
"2016-07-28",139.9,136.85,9535,10292
"2016-07-29",137.3,139.15,9444,10210
"2016-08-01",136.93,138.52,9637,10381
"2016-08-02",134.5,135.06,9581,10347
"2016-08-03",134.04,135.73,9660,10368
"2016-08-04",136.7,137.14,9734,10450
"2016-08-05",135.5,138.69,9778,10690
"2016-08-08",137.47,139.45,9830,10927
"2016-08-09",137.34,139.2,9850,10846
"2016-08-10",137.4,138.3,9927,10751
"2016-08-11",137.19,139.7,9989,10673
"2016-08-12",137.83,139.45,9860,10800
"2016-08-15",138,139.5,9967,10835
"2016-08-16",137.99,138.1,9975,10532
"2016-08-17",137.68,138.44,9770,10400
"2016-08-18",138.4,137,9601,10380
"2016-08-19",136.8,135.8,9788,10260
"2016-08-22",137.8,137.37,9890,10589
"2016-08-23",137.37,140.35,9879,10643
"2016-08-24",137,139.5,9853,10250
"2016-08-25",135.42,142.84,9760,10289
"2016-08-26",136.2,145.25,9597,10376
"2016-08-29",136.2,143.55,9640,10492
"2016-08-30",135.59,143.18,9628,10475
"2016-08-31",134.95,143.5,9571,10262
"2016-09-01",134.99,144.25,9631,10308
"2016-09-02",135.55,146.88,9717,10544
"2016-09-05",136.05,149.5,9710,10734
"2016-09-06",141.4,150.64,9926,10615
"2016-09-07",143.08,154.33,9871,10670
"2016-09-08",141.45,153.45,9780,10743
"2016-09-09",138.54,151.6,9720,10544
"2016-09-12",138.93,151.43,9690,10372
"2016-09-13",138.45,149.8,9750,10291
"2016-09-14",139.35,150.86,9546,10205
"2016-09-15",137.6,149.14,9520,10167
"2016-09-16",136.47,147,9470,10269
"2016-09-19",136.59,148.66,9505,10339
"2016-09-20",137,149.3,9562,10350
"2016-09-21",136.25,150.67,9420,10648
"2016-09-22",136.7,154.18,9715,10700
"2016-09-23",136.7,151.5,9730,10600
"2016-09-26",135.26,149.1,9667,10789
"2016-09-27",133.92,147.53,9780,10432
"2016-09-28",134.09,147.18,9952,10555
"2016-09-29",135.31,148.47,9918,10530
"2016-09-30",134.9,145.34,9812,10391
"2016-10-03",135.37,148.87,9648,10539
"2016-10-04",136.23,148.1,9639,10507
"2016-10-05",134.8,147.95,9530,10490
"2016-10-06",135.9,148.9,9475,10590
"2016-10-07",136.1,148.74,9401,10411
"2016-10-10",139.1,151.27,9406,10491
"2016-10-11",138.98,151.3,9450,10351
"2016-10-12",138.07,149.2,9432,10245
"2016-10-13",137.47,146.09,9400,10219
"2016-10-14",136.2,146.73,9390,10144
"2016-10-17",135.57,146.46,9250,10100
"2016-10-18",135.81,147.74,9364,10535
"2016-10-19",135.49,148.6,9269,10567
"2016-10-20",134.72,148.26,9200,10605
"2016-10-21",134.96,148.42,9376,10525
"2016-10-24",135.05,149.15,9250,10526
"2016-10-25",135.3,151.57,9304,10430
"2016-10-26",135.32,150.67,9307,10405
"2016-10-27",135.04,149.3,9451,10450
"2016-10-28",135,149.2,9345,10551
"2016-10-31",138.84,147.4,9344,10630
"2016-11-01",141.98,145.85,9310,10530
"2016-11-02",140.81,142.36,9200,10421
"2016-11-03",139.9,142.75,9157,10360
"2016-11-07",138.5,143.4,9230,9740
"2016-11-08",139.32,146.11,9400,9860
"2016-11-09",145.62,151.04,9590,9651
"2016-11-10",147.4,153.36,10046,9850
"2016-11-11",147.88,151.51,10150,9910
"2016-11-14",146.26,150.4,10380,9870
"2016-11-15",145.9,149.85,10367,9920
"2016-11-16",145.5,149.94,10270,10138
"2016-11-17",147.7,149.75,10289,10267
"2016-11-18",146.96,150.05,10144,10351
"2016-11-21",149.6,153,10137,10380
"2016-11-22",150,155,10277,10450
"2016-11-23",149.49,155.23,10490,10487
"2016-11-24",151.11,161.15,10498,10430
"2016-11-25",151.31,160.36,10450,10420
"2016-11-28",148.94,159.4,10550,10380
"2016-11-29",147.75,158.07,10468,10290
"2016-11-30",148.8,158.7,10371,10500
"2016-12-01",152.81,158.7,10620,10297
"2016-12-02",152.35,159.4,10680,10350
"2016-12-05",153.78,162.02,10830,10550
"2016-12-06",151.5,159.35,10900,10649
"2016-12-07",151.95,159.95,10990,10580
"2016-12-08",153.05,168.98,11070,10730
"2016-12-09",152.99,169.66,10996,10423
"2016-12-12",158.63,175.4,10909,10350
"2016-12-13",158.95,176.9,10804,10693
"2016-12-14",157.2,173.7,10590,10602
"2016-12-15",158.25,174.92,10512,10532
"2016-12-16",156.2,173.9,10525,10720
"2016-12-19",154.6,174.3,10260,10597
"2016-12-20",155.3,175.9,10249,10709
"2016-12-21",153.06,174.71,10194,10750
"2016-12-22",150.27,170,10190,10411
"2016-12-23",149.05,171.15,10170,10408
"2016-12-26",148.95,171.97,10202,10327
"2016-12-27",150.38,172.27,9896,10400
"2016-12-28",151,170.1,9790,10665
"2016-12-29",152.62,171.3,9951,10795
"2016-12-30",154.55,173.25,10122,11000
"2017-01-03",157.7,180.12,10245,11347
"2017-01-04",157.44,175.95,10195,11220
"2017-01-05",154,171.9,10025,10875
"2017-01-06",154.1,170.69,10040,10900
"2017-01-09",154.4,168.35,10115,10819
"2017-01-10",157.97,171.6,10397,10534
"2017-01-11",157.01,169.05,10439,10000
"2017-01-12",157.25,168.27,9994,9880
"2017-01-13",157.95,164.9,9756,9640
"2017-01-16",155.81,164.66,9761,9830
"2017-01-17",153.65,165.98,9615,9825
"2017-01-18",152.86,165.24,9549,9695
"2017-01-19",150.85,166.3,9590,9800
"2017-01-20",149.7,167.49,9360,9730
"2017-01-23",148.1,166.75,9424,9694
"2017-01-24",150.15,170.25,9486,9690
"2017-01-25",147.65,170.26,9535,9625
"2017-01-26",150.49,173.79,9790,10020
"2017-01-27",154.09,178.92,9792,9900
"2017-01-30",150.8,174.6,9772,9625
"2017-01-31",149.8,172.2,9629,9650
"2017-02-01",149.65,173.9,9848,9700
"2017-02-02",148.8,172.83,10255,9495
"2017-02-03",149.35,173.8,10089,9580
"2017-02-06",148.5,172.87,9922,9640
"2017-02-07",148.7,173.47,10136,9550
"2017-02-08",145.2,171.2,10135,9577
"2017-02-09",142.11,168.8,9999,9862
"2017-02-10",140.5,165.5,10072,10002
"2017-02-13",141.2,164.7,9890,10078
"2017-02-14",140.62,162.7,9740,10030
"2017-02-15",139.72,163.5,9940,10000
"2017-02-16",139.16,166.49,9957,9930
"2017-02-17",138.12,165.49,9720,9700
"2017-02-20",138.5,165.44,9585,9577
"2017-02-21",138.35,167,9677,9540
"2017-02-22",136.68,165.9,9600,9194
"2017-02-24",136.75,165.51,9498,8825
"2017-02-27",135.07,160.95,9341,9190
"2017-02-28",134,156,9311,9133
"2017-03-01",133.85,160,9371,9150
"2017-03-02",131.3,163.4,9306,9250
"2017-03-03",134.8,164.4,9336,9175
"2017-03-06",134.6,162,9324,9250
"2017-03-07",132.89,160.98,9061,9233
"2017-03-09",129,156.2,8807,9061
"2017-03-10",128.78,157.5,8855,9155
"2017-03-13",129.93,158.92,8965,9235
"2017-03-14",128.8,157.42,9097,9270
"2017-03-15",127.6,156.2,9057,9346
"2017-03-16",128.05,158.35,9054,9700
"2017-03-17",128.94,161.15,9169,9700
"2017-03-20",128.79,163.8,9011,9780
"2017-03-21",129.3,162.98,9109,9730
"2017-03-22",131.65,162.92,9180,9440
"2017-03-23",130.99,164.15,9182,9370
"2017-03-24",130.05,164.52,9165,9350
"2017-03-27",128.8,162.69,8891,9351
"2017-03-28",129.2,163.66,9011,9600
"2017-03-29",128.81,163.22,8985,9327
"2017-03-30",128.49,163.5,8989,9580
"2017-03-31",127.9,159.8,8929,9261
"2017-04-03",127.21,161.8,8974,9313
"2017-04-04",128.81,163.5,9000,9261
"2017-04-05",130.69,168.1,9186,9470
"2017-04-06",130.5,167.49,9133,9550
"2017-04-07",128.72,161.49,9025,9430
"2017-04-10",126.16,155.2,8956,9360
"2017-04-11",126,156,8964,9265
"2017-04-12",125.05,150.28,8924,9100
"2017-04-13",124.54,152,8775,9160
"2017-04-14",122.85,149.24,8710,8985
"2017-04-17",123.7,153.99,8841,9135
"2017-04-18",122.22,153.4,8556,9113
"2017-04-19",121.55,153.6,8553,9000
"2017-04-20",121.99,158.21,8620,9110
"2017-04-21",123,159.59,8538,9070
"2017-04-24",128,162.5,8685,9008
"2017-04-25",130.2,162.55,8873,8825
"2017-04-26",133.43,165.05,8890,8823
"2017-04-27",133.41,164.69,8750,8825
"2017-04-28",136.75,165.2,8747,8776
"2017-05-02",136.52,166.64,8809,8821
"2017-05-03",135.81,164.71,8688,8685
"2017-05-04",134.93,165.5,8701,8841
"2017-05-05",134.41,165.8,8765,8900
"2017-05-10",134.19,170.8,8658,9140
"2017-05-11",131.1,169.97,8500,9010
"2017-05-12",132.5,167.7,8405,8985
"2017-05-15",131.5,171.35,8530,9180
"2017-05-16",131.13,170.66,8402,9238
"2017-05-17",132.07,169.24,8372,9440
"2017-05-18",126.9,166.5,8420,9255
"2017-05-19",124.19,168.87,8305,9190
"2017-05-22",122.52,168.03,8275,9413
"2017-05-23",123.23,166.31,8359,9280
"2017-05-24",122,165.7,8399,9205
"2017-05-25",121.61,164.05,8227,9359
"2017-05-26",122.2,160.7,8200,9450
"2017-05-29",123.11,163.9,8143,9300
"2017-05-30",122.1,161.64,8050,9240
"2017-05-31",120.28,155.93,7902,9197
"2017-06-01",118,153,7791,9070
"2017-06-02",119.69,157.14,7829,8875
"2017-06-05",119,154.7,7887,8989
"2017-06-06",119.05,152.8,7898,9053
"2017-06-07",118.92,152.82,7865,9204
"2017-06-08",119.3,151.93,8013,9270
"2017-06-09",120.5,150.13,8100,9435
"2017-06-13",118.15,146,8058,9589
"2017-06-14",115.35,143,8113,9588
"2017-06-15",115.49,139,8011,9449
"2017-06-16",116.02,141.63,8154,9412
"2017-06-19",117.33,145,8250,9539
"2017-06-20",117.44,144.9,8311,9613
"2017-06-21",117.97,143.49,8290,9499
"2017-06-22",119.55,144.25,7850,9330
"2017-06-23",119.1,144.1,8015,9280
"2017-06-26",118.67,144.49,7999,9301
"2017-06-27",119.35,147.1,8126,9504
"2017-06-28",119.7,145.5,8175,9471
"2017-06-29",119.16,143.8,8180,9103
"2017-06-30",118.49,145.59,8068,9180
"2017-07-03",119.86,147.5,8246,9115
"2017-07-04",122.73,149.39,8197,9105
"2017-07-05",122.7,148.96,8288,9165
"2017-07-06",122.68,150.35,8343,9200
"2017-07-07",123,152.16,8373,9313
"2017-07-10",124.25,155,8515,9360
"2017-07-11",124.78,156.91,8591,9370
"2017-07-12",124.87,160.85,8600,9340
"2017-07-13",125.55,159.94,8496,9545
"2017-07-14",125,161.4,8480,9720
"2017-07-17",125.14,161.98,8593,9618
"2017-07-18",124.49,161.7,8574,9600
"2017-07-19",120.11,164.34,8693,9530
"2017-07-20",120.6,163.93,8410,9504
"2017-07-21",118.95,162.1,8388,9405
"2017-07-24",119.17,161.33,8585,9598
"2017-07-25",118.4,160.22,8675,9540
"2017-07-26",119,161.55,8646,9750
"2017-07-27",118.68,166,8865,9797
